,Age,Activity,Arban
3794,40.0,0.96,1.0
3795,30.0,0.88,0.0
3796,30.0,0.8,1.0
3797,40.0,0.9,0.0
3798,30.0,1.0,0.0
3799,50.0,0.82,1.0
3800,30.0,1.2,0.0
3801,30.0,1.04,0.0
3802,30.0,1.22,0.0
3803,40.0,1.12,0.0
3804,30.0,0.96,1.0
3805,40.0,1.04,0.0
3806,40.0,1.32,0.0
3807,40.0,0.92,1.0
3808,40.0,1.08,0.0
3809,40.0,0.98,0.0
3810,40.0,0.78,1.0
3811,40.0,0.8,1.0
3812,40.0,0.96,1.0
3813,30.0,0.94,1.0
3814,40.0,1.14,1.0
3815,30.0,1.1,0.0
3816,30.0,1.1,1.0
3817,40.0,0.86,0.0
3818,30.0,1.0,0.0
3819,40.0,1.14,0.0
3820,40.0,0.88,1.0
3821,40.0,0.96,0.0
3822,40.0,0.9,0.0
3823,40.0,1.04,1.0
3824,40.0,0.96,0.0
3825,40.0,0.96,0.0
3826,30.0,0.92,1.0
3827,30.0,1.04,1.0
3828,40.0,1.16,1.0
3829,40.0,1.0,0.0
3830,40.0,1.1,1.0
3831,30.0,1.1,1.0
3832,40.0,1.16,1.0
3833,40.0,1.04,1.0
3834,40.0,0.76,1.0
3835,30.0,1.04,0.0
3836,40.0,0.96,0.0
3837,20.0,1.02,0.0
3838,30.0,0.86,0.0
3839,40.0,0.96,0.0
3840,50.0,0.96,1.0
3841,40.0,1.04,0.0
3842,40.0,1.08,1.0
3843,40.0,1.14,1.0
3844,30.0,1.04,1.0
3845,40.0,0.9,0.0
3846,40.0,0.98,1.0
3847,50.0,0.92,0.0
3848,20.0,0.94,1.0
3849,30.0,1.0,1.0
3850,50.0,1.0,1.0
3851,40.0,0.92,0.0
3852,30.0,1.08,1.0
3853,40.0,1.26,0.0
3854,40.0,0.9,0.0
3855,40.0,0.92,1.0
3856,30.0,1.2,0.0
3857,30.0,1.04,0.0
3858,30.0,1.04,1.0
3859,30.0,0.96,1.0
3860,30.0,1.08,0.0
3861,40.0,1.04,0.0
3862,30.0,0.92,0.0
3863,40.0,0.84,0.0
3864,40.0,0.82,0.0
3865,40.0,1.0,0.0
3866,40.0,0.98,0.0
3867,40.0,1.04,1.0
3868,40.0,1.0,0.0
3869,30.0,1.04,0.0
3870,40.0,1.04,0.0
3871,40.0,1.0,1.0
3872,30.0,1.0,1.0
3873,40.0,0.9,0.0
3874,50.0,1.08,0.0
3875,30.0,1.04,0.0
3876,30.0,1.04,1.0
3877,40.0,1.02,0.0
3878,40.0,0.96,0.0
3879,30.0,0.96,0.0
3880,50.0,0.88,1.0
3881,40.0,1.04,1.0
3882,40.0,1.2,1.0
3883,40.0,0.96,0.0
3884,40.0,0.96,0.0
3885,40.0,1.04,0.0
3886,50.0,1.12,0.0
3887,30.0,1.3,1.0
3888,50.0,1.02,1.0
3889,50.0,0.92,1.0
3890,30.0,0.96,0.0
3891,40.0,0.96,0.0
3892,20.0,0.88,0.0
3893,30.0,1.08,0.0
3894,40.0,0.8,1.0
3895,40.0,1.2,1.0
3896,40.0,1.12,1.0
3897,20.0,0.98,0.0
3898,40.0,1.02,1.0
3899,40.0,0.92,1.0
3900,30.0,0.96,1.0
3901,40.0,1.2,1.0
3902,40.0,1.16,0.0
3903,30.0,0.9,0.0
3904,40.0,1.08,1.0
3905,40.0,1.02,1.0
3906,30.0,0.82,0.0
3907,30.0,1.2,1.0
3908,20.0,1.2,1.0
3909,50.0,0.96,1.0
3910,30.0,1.12,0.0
3911,30.0,1.02,0.0
3912,30.0,1.12,1.0
3913,50.0,0.98,1.0
3914,50.0,1.08,0.0
3915,30.0,1.12,1.0
3916,50.0,1.08,0.0
3917,40.0,1.04,0.0
3918,40.0,0.92,0.0
3919,40.0,1.0,1.0
3920,40.0,1.2,0.0
3921,30.0,1.0,1.0
3922,30.0,1.24,1.0
3923,40.0,1.04,1.0
3924,30.0,1.12,0.0
3925,30.0,1.12,1.0
3926,30.0,0.96,1.0
3927,40.0,0.96,1.0
3928,30.0,0.92,0.0
3929,40.0,1.08,1.0
3930,40.0,1.0,0.0
3931,40.0,1.0,1.0
3932,40.0,1.02,1.0
3933,50.0,0.92,0.0
3934,20.0,1.04,1.0
3935,20.0,1.2,0.0
3936,30.0,1.12,0.0
3937,30.0,0.98,1.0
3938,50.0,0.96,1.0
3939,40.0,0.92,0.0
3940,30.0,1.14,0.0
3941,40.0,0.9,1.0
3942,30.0,1.0,1.0
3943,40.0,0.98,1.0
3944,30.0,0.96,0.0
3945,30.0,1.2,1.0
3946,40.0,0.96,1.0
3947,40.0,0.82,1.0
3948,40.0,1.0,0.0
3949,40.0,0.92,0.0
3950,40.0,1.02,0.0
3951,30.0,0.9,0.0
3952,30.0,0.94,0.0
3953,50.0,1.24,1.0
3954,30.0,1.08,0.0
3955,40.0,1.06,0.0
3956,30.0,1.0,1.0
3957,30.0,1.16,0.0
3958,20.0,0.92,1.0
3959,50.0,0.84,1.0
3960,20.0,0.86,0.0
3961,40.0,1.06,1.0
3962,40.0,1.0,0.0
3963,50.0,0.88,0.0
3964,40.0,0.92,1.0
3965,40.0,1.2,1.0
3966,40.0,0.88,0.0
3967,40.0,0.96,0.0
3968,30.0,0.84,1.0
3969,40.0,0.88,1.0
3970,40.0,1.04,0.0
3971,50.0,0.84,1.0
3972,40.0,1.18,1.0
3973,30.0,1.08,0.0
3974,30.0,1.02,0.0
3975,30.0,0.9,1.0
3976,50.0,1.04,1.0
3977,40.0,1.06,0.0
3978,40.0,0.96,1.0
3979,30.0,0.86,0.0
3980,50.0,1.28,0.0
3981,50.0,0.8,1.0
3982,40.0,0.9,1.0
3983,30.0,1.1,0.0
3984,30.0,1.1,0.0
3985,50.0,0.94,1.0
3986,30.0,0.92,1.0
3987,50.0,0.92,1.0
3988,30.0,0.92,1.0
3989,30.0,1.04,0.0
3990,30.0,0.96,0.0
3991,40.0,1.36,1.0
3992,30.0,0.88,0.0
3993,40.0,0.92,0.0
3994,40.0,0.9,1.0
3995,30.0,1.24,0.0
3996,40.0,1.04,0.0
3997,40.0,0.88,0.0
3998,50.0,0.84,0.0
3999,30.0,0.9,1.0
4000,30.0,1.0,1.0
4001,40.0,0.98,0.0
4002,20.0,0.96,0.0
4003,30.0,0.96,1.0
4004,30.0,1.02,1.0
4005,40.0,1.0,1.0
4006,30.0,0.96,1.0
4007,40.0,1.12,0.0
4008,40.0,0.98,1.0
4009,50.0,0.92,0.0
4010,40.0,1.04,1.0
4011,40.0,1.02,1.0
4012,30.0,1.08,1.0
4013,50.0,0.88,1.0
4014,50.0,1.0,0.0
4015,50.0,1.0,0.0
4016,20.0,1.0,1.0
4017,30.0,0.92,1.0
4018,40.0,1.04,0.0
4019,40.0,1.14,1.0
4020,30.0,0.84,0.0
4021,40.0,0.94,1.0
4022,50.0,1.04,0.0
4023,30.0,1.08,1.0
4024,40.0,1.1,0.0
4025,40.0,1.14,1.0
4026,30.0,1.12,0.0
4027,40.0,1.12,1.0
4028,30.0,1.02,0.0
4029,40.0,0.92,1.0
4030,40.0,1.12,0.0
4031,40.0,0.94,1.0
4032,40.0,0.96,0.0
4033,40.0,1.0,0.0
4034,30.0,0.96,1.0
4035,40.0,0.92,1.0
4036,40.0,1.12,0.0
4037,30.0,1.0,1.0
4038,40.0,0.84,1.0
4039,50.0,1.0,1.0
4040,30.0,1.06,0.0
4041,30.0,0.92,1.0
4042,50.0,1.14,1.0
4043,40.0,1.08,1.0
4044,50.0,1.06,1.0
4045,20.0,0.76,0.0
4046,40.0,1.14,1.0
4047,30.0,0.88,1.0
4048,30.0,1.0,0.0
4049,40.0,0.92,1.0
4050,40.0,0.96,1.0
4051,50.0,0.98,0.0
4052,30.0,0.88,0.0
4053,30.0,1.0,0.0
4054,50.0,1.04,1.0
4055,40.0,0.94,0.0
4056,40.0,1.24,0.0
4057,30.0,1.0,1.0
4058,30.0,1.0,1.0
4059,40.0,0.86,1.0
4060,40.0,0.98,1.0
4061,30.0,1.1,1.0
4062,40.0,0.98,0.0
4063,40.0,1.14,0.0
4064,40.0,0.92,0.0
4065,30.0,0.96,0.0
4066,30.0,0.88,1.0
4067,20.0,1.04,1.0
4068,30.0,1.0,0.0
4069,30.0,1.08,1.0
4070,40.0,0.98,1.0
4071,40.0,1.12,1.0
4072,50.0,0.96,1.0
4073,40.0,1.04,1.0
4074,30.0,1.04,1.0
4075,40.0,0.88,0.0
4076,30.0,1.12,0.0
4077,40.0,1.0,1.0
4078,40.0,0.84,1.0
4079,40.0,0.94,0.0
4080,40.0,1.14,1.0
4081,40.0,1.08,1.0
4082,30.0,1.1,0.0
4083,40.0,1.2,1.0
4084,50.0,1.04,0.0
4085,30.0,1.0,0.0
4086,30.0,0.92,0.0
4087,30.0,1.06,1.0
4088,30.0,1.12,0.0
4089,50.0,1.0,0.0
4090,50.0,1.0,0.0
4091,30.0,1.0,0.0
4092,50.0,0.96,1.0
4093,40.0,1.32,1.0
4094,40.0,0.84,0.0
4095,30.0,1.0,0.0
4096,40.0,1.0,0.0
4097,40.0,0.88,0.0
4098,30.0,0.94,1.0
4099,40.0,0.88,1.0
4100,30.0,1.08,1.0
4101,50.0,1.1,1.0
4102,40.0,0.82,0.0
4103,30.0,1.08,1.0
4104,40.0,0.88,1.0
4105,30.0,0.88,0.0
4106,30.0,0.96,1.0
4107,40.0,0.92,1.0
4108,50.0,1.1,0.0
4109,30.0,0.92,0.0
4110,40.0,0.96,0.0
4111,40.0,1.0,1.0
4112,20.0,0.92,1.0
4113,40.0,0.92,0.0
4114,40.0,0.96,1.0
4115,30.0,1.02,1.0
4116,30.0,0.96,1.0
4117,30.0,1.04,0.0
4118,40.0,1.04,1.0
4119,50.0,1.04,0.0
4120,50.0,1.12,0.0
4121,40.0,0.96,0.0
4122,40.0,0.86,0.0
4123,50.0,1.0,1.0
4124,30.0,0.96,1.0
4125,30.0,1.12,0.0
4126,30.0,1.0,0.0
4127,20.0,1.16,1.0
4128,40.0,0.82,1.0
4129,30.0,1.0,0.0
4130,30.0,0.96,1.0
4131,40.0,0.92,1.0
4132,40.0,0.96,0.0
4133,20.0,0.88,0.0
4134,40.0,0.96,0.0
4135,40.0,1.12,1.0
4136,20.0,1.0,0.0
4137,30.0,1.0,1.0
4138,40.0,1.14,0.0
4139,40.0,0.98,0.0
4140,30.0,1.1,1.0
4141,40.0,0.92,1.0
4142,40.0,1.04,0.0
4143,40.0,1.06,0.0
4144,50.0,1.04,1.0
4145,40.0,1.0,1.0
4146,40.0,0.88,1.0
4147,50.0,0.96,1.0
4148,30.0,0.98,0.0
4149,40.0,1.0,0.0
4150,40.0,1.02,1.0
4151,30.0,0.96,1.0
4152,30.0,1.16,1.0
4153,50.0,1.14,0.0
4154,40.0,0.92,0.0
4155,50.0,0.9,1.0
4156,40.0,0.88,0.0
4157,30.0,1.0,0.0
4158,40.0,0.92,1.0
4159,30.0,0.94,0.0
4160,30.0,1.16,0.0
4161,40.0,1.02,0.0
4162,20.0,1.14,0.0
4163,20.0,1.0,0.0
4164,30.0,0.92,0.0
4165,30.0,1.02,1.0
4166,40.0,0.92,1.0
4167,20.0,1.3,0.0
4168,40.0,1.06,0.0
4169,30.0,1.08,0.0
4170,20.0,0.84,0.0
4171,40.0,1.0,0.0
4172,30.0,0.96,0.0
4173,20.0,0.92,0.0
4174,40.0,1.2,0.0
4175,30.0,1.08,0.0
4176,40.0,1.04,0.0
4177,30.0,0.94,0.0
4178,40.0,0.84,1.0
4179,40.0,1.14,0.0
4180,40.0,1.0,0.0
4181,30.0,0.96,0.0
4182,40.0,1.08,0.0
4183,40.0,0.8,1.0
4184,30.0,0.86,1.0
4185,30.0,1.04,0.0
4186,30.0,0.92,1.0
4187,40.0,0.98,1.0
4188,40.0,0.96,1.0
4189,50.0,1.0,1.0
4190,30.0,1.04,0.0
4191,30.0,0.86,0.0
4192,40.0,1.0,0.0
4193,40.0,1.04,0.0
4194,40.0,1.08,0.0
4195,30.0,0.88,0.0
4196,40.0,1.14,1.0
4197,50.0,1.12,0.0
4198,30.0,0.96,0.0
4199,30.0,1.08,0.0
4200,30.0,1.06,0.0
4201,40.0,0.94,1.0
4202,40.0,0.94,1.0
4203,40.0,0.96,0.0
4204,40.0,1.0,0.0
4205,40.0,0.94,0.0
4206,30.0,0.98,1.0
4207,40.0,1.0,0.0
4208,30.0,1.04,1.0
4209,30.0,1.0,1.0
4210,40.0,0.96,0.0
4211,20.0,0.98,1.0
4212,30.0,0.94,0.0
4213,30.0,0.98,0.0
4214,40.0,1.12,1.0
4215,40.0,1.12,1.0
4216,40.0,0.9,1.0
4217,30.0,1.04,1.0
4218,50.0,0.88,0.0
4219,30.0,1.0,1.0
4220,30.0,0.88,0.0
4221,30.0,1.1,1.0
4222,30.0,1.04,1.0
4223,50.0,1.02,1.0
4224,40.0,0.86,0.0
4225,30.0,1.0,1.0
4226,50.0,1.08,0.0
4227,30.0,1.36,0.0
4228,40.0,0.96,0.0
4229,30.0,1.06,1.0
4230,40.0,1.14,0.0
4231,40.0,1.0,1.0
4232,30.0,1.32,1.0
4233,40.0,0.86,1.0
4234,40.0,0.98,1.0
4235,40.0,1.04,0.0
4236,50.0,1.22,1.0
4237,40.0,0.96,1.0
4238,40.0,0.92,1.0
4239,40.0,0.84,1.0
4240,40.0,0.8,1.0
4241,30.0,1.04,1.0
4242,40.0,0.96,1.0
4243,30.0,1.04,0.0
4244,40.0,0.92,1.0
4245,40.0,1.0,0.0
4246,40.0,0.94,1.0
4247,30.0,0.94,1.0
4248,40.0,0.92,0.0
4249,40.0,1.2,1.0
4250,40.0,0.92,1.0
4251,30.0,1.04,0.0
4252,40.0,0.8,0.0
4253,30.0,0.9,1.0
4254,40.0,1.12,0.0
4255,40.0,0.88,1.0
4256,30.0,1.04,1.0
4257,30.0,1.14,0.0
4258,40.0,0.94,0.0
4259,30.0,1.14,0.0
4260,40.0,1.04,1.0
4261,40.0,1.0,1.0
4262,30.0,1.02,1.0
4263,30.0,0.98,0.0
4264,40.0,1.1,1.0
4265,40.0,0.88,1.0
4266,30.0,1.0,1.0
4267,30.0,0.88,1.0
4268,30.0,0.88,1.0
4269,30.0,0.88,1.0
4270,40.0,0.96,1.0
4271,40.0,0.88,1.0
4272,30.0,1.08,0.0
4273,40.0,0.92,1.0
4274,30.0,0.84,0.0
4275,40.0,0.82,0.0
4276,50.0,1.22,1.0
4277,30.0,0.96,0.0
4278,40.0,0.72,0.0
4279,40.0,0.96,0.0
4280,20.0,1.08,0.0
4281,40.0,1.08,1.0
4282,40.0,1.04,0.0
4283,40.0,1.04,1.0
4284,50.0,1.0,0.0
4285,40.0,0.88,1.0
4286,40.0,0.86,1.0
4287,40.0,0.96,1.0
4288,30.0,0.84,1.0
4289,40.0,0.84,0.0
4290,40.0,1.02,0.0
4291,30.0,1.0,0.0
4292,40.0,1.14,0.0
4293,40.0,1.06,0.0
4294,30.0,1.08,0.0
4295,30.0,0.96,0.0
4296,40.0,1.02,1.0
4297,40.0,0.96,1.0
4298,40.0,1.06,1.0
4299,40.0,1.04,0.0
4300,40.0,1.04,0.0
4301,30.0,1.24,0.0
4302,40.0,0.84,1.0
4303,30.0,0.92,1.0
4304,40.0,1.08,1.0
4305,40.0,0.9,1.0
4306,50.0,0.8,0.0
4307,30.0,0.9,1.0
4308,30.0,1.0,1.0
4309,40.0,0.92,1.0
4310,30.0,0.96,0.0
4311,40.0,1.0,1.0
4312,30.0,0.92,0.0
4313,30.0,0.96,0.0
4314,40.0,1.04,0.0
4315,40.0,1.1,1.0
4316,30.0,1.14,0.0
4317,30.0,1.0,1.0
4318,40.0,1.12,1.0
4319,30.0,0.94,1.0
4320,40.0,1.12,1.0
4321,20.0,0.98,1.0
4322,40.0,0.92,1.0
4323,40.0,0.92,1.0
4324,40.0,0.98,1.0
4325,40.0,1.2,1.0
4326,40.0,1.1,1.0
4327,50.0,1.2,1.0
4328,30.0,0.92,1.0
4329,40.0,1.0,0.0
4330,40.0,0.96,0.0
4331,40.0,1.22,0.0
4332,40.0,0.78,0.0
4333,30.0,1.04,0.0
4334,30.0,1.04,1.0
4335,40.0,1.12,0.0
4336,60.0,1.16,1.0
4337,30.0,1.16,1.0
4338,30.0,1.04,1.0
4339,30.0,1.04,0.0
4340,30.0,0.96,1.0
4341,40.0,0.96,0.0
4342,30.0,0.86,0.0
4343,40.0,1.0,0.0
4344,30.0,1.0,1.0
4345,30.0,1.04,1.0
4346,40.0,0.92,0.0
4347,40.0,0.92,0.0
4348,30.0,0.88,1.0
4349,40.0,0.96,0.0
4350,40.0,1.08,0.0
4351,50.0,0.8,0.0
4352,30.0,1.04,0.0
4353,40.0,1.02,1.0
4354,40.0,0.96,0.0
4355,50.0,0.92,1.0
4356,30.0,1.04,1.0
4357,40.0,1.04,0.0
4358,40.0,1.04,0.0
4359,30.0,1.1,0.0
4360,40.0,0.92,1.0
4361,40.0,1.0,1.0
4362,40.0,1.12,0.0
4363,40.0,1.1,1.0
4364,40.0,1.12,0.0
4365,30.0,1.0,0.0
4366,40.0,1.08,0.0
4367,20.0,1.0,1.0
4368,40.0,1.04,1.0
4369,40.0,1.12,1.0
4370,40.0,1.12,0.0
4371,40.0,1.1,0.0
4372,40.0,1.1,0.0
4373,50.0,1.08,0.0
4374,40.0,0.72,1.0
4375,40.0,1.1,0.0
4376,30.0,1.12,1.0
4377,40.0,0.96,0.0
4378,40.0,1.12,1.0
4379,40.0,1.12,1.0
4380,50.0,0.96,0.0
4381,30.0,1.28,0.0
4382,30.0,1.18,0.0
4383,40.0,1.04,1.0
4384,30.0,0.9,1.0
4385,30.0,1.1,1.0
4386,50.0,0.98,0.0
4387,40.0,1.04,0.0
4388,40.0,1.0,0.0
4389,40.0,0.92,1.0
4390,40.0,1.06,1.0
4391,30.0,1.1,1.0
4392,50.0,1.04,0.0
4393,40.0,0.96,1.0
4394,40.0,1.12,1.0
4395,30.0,1.0,1.0
4396,20.0,1.08,0.0
4397,20.0,0.9,0.0
4398,50.0,1.24,1.0
4399,40.0,0.96,1.0
4400,40.0,1.0,0.0
4401,50.0,1.04,0.0
4402,40.0,1.12,1.0
4403,40.0,1.16,1.0
4404,50.0,1.0,0.0
4405,40.0,1.04,1.0
4406,40.0,1.14,0.0
4407,30.0,0.92,1.0
4408,40.0,0.78,1.0
4409,30.0,0.94,1.0
4410,30.0,0.96,1.0
4411,30.0,1.2,0.0
4412,30.0,1.14,1.0
4413,40.0,0.84,0.0
4414,30.0,1.1,0.0
4415,40.0,1.04,0.0
4416,40.0,1.04,1.0
4417,30.0,1.04,1.0
4418,40.0,1.1,0.0
4419,40.0,0.86,0.0
4420,40.0,1.14,1.0
4421,50.0,0.98,0.0
4422,40.0,0.88,0.0
4423,50.0,1.04,0.0
4424,40.0,0.84,1.0
4425,40.0,1.06,0.0
4426,40.0,0.92,0.0
4427,30.0,0.9,1.0
4428,40.0,0.84,0.0
4429,20.0,1.12,0.0
4430,20.0,1.18,1.0
4431,30.0,1.04,1.0
4432,40.0,0.96,0.0
4433,30.0,0.86,0.0
4434,30.0,1.0,0.0
4435,40.0,1.02,1.0
4436,40.0,1.04,1.0
4437,40.0,0.9,1.0
4438,40.0,1.0,1.0
4439,30.0,0.86,1.0
4440,40.0,0.94,1.0
4441,50.0,0.92,0.0
4442,50.0,1.0,1.0
4443,30.0,0.94,1.0
4444,30.0,1.22,1.0
4445,30.0,0.92,0.0
4446,30.0,0.9,1.0
4447,50.0,1.2,1.0
4448,30.0,1.02,0.0
4449,40.0,1.02,1.0
4450,30.0,1.0,1.0
4451,40.0,1.06,0.0
4452,20.0,1.04,1.0
4453,30.0,1.16,1.0
4454,40.0,0.74,1.0
4455,30.0,0.96,1.0
4456,30.0,0.96,1.0
4457,30.0,0.96,1.0
4458,30.0,0.92,0.0
4459,30.0,1.0,0.0
4460,40.0,0.86,1.0
4461,50.0,1.0,1.0
4462,50.0,0.84,1.0
4463,50.0,0.94,0.0
4464,30.0,1.0,0.0
4465,50.0,0.88,1.0
4466,40.0,1.2,1.0
4467,30.0,0.94,1.0
4468,30.0,1.12,1.0
4469,40.0,0.92,1.0
4470,20.0,1.04,1.0
4471,20.0,0.96,1.0
4472,40.0,1.16,0.0
4473,30.0,1.08,1.0
4474,40.0,1.08,0.0
4475,30.0,0.88,0.0
4476,30.0,1.16,0.0
4477,20.0,1.04,0.0
4478,30.0,1.12,0.0
4479,40.0,1.16,0.0
4480,40.0,1.1,0.0
4481,50.0,1.14,1.0
4482,50.0,0.92,0.0
4483,30.0,0.84,0.0
4484,20.0,1.02,1.0
4485,30.0,1.12,1.0
4486,40.0,1.0,0.0
4487,30.0,1.24,0.0
4488,30.0,1.12,1.0
4489,40.0,1.12,1.0
4490,40.0,1.24,0.0
4491,40.0,0.88,1.0
4492,30.0,0.98,0.0
4493,50.0,1.04,0.0
4494,40.0,0.92,1.0
4495,30.0,1.0,0.0
4496,40.0,1.04,0.0
4497,20.0,1.06,0.0
4498,50.0,1.04,0.0
4499,30.0,0.92,0.0
4500,40.0,1.04,0.0
4501,40.0,1.12,1.0
4502,30.0,0.92,0.0
4503,40.0,1.08,1.0
4504,40.0,1.04,1.0
4505,30.0,0.92,1.0
4506,40.0,0.96,1.0
4507,30.0,0.88,0.0
4508,40.0,1.18,1.0
4509,40.0,0.88,1.0
4510,50.0,1.14,0.0
4511,30.0,1.08,0.0
4512,40.0,0.96,1.0
4513,40.0,1.0,0.0
4514,40.0,1.12,1.0
4515,30.0,1.04,1.0
4516,50.0,1.04,1.0
4517,20.0,1.0,0.0
4518,30.0,1.08,0.0
4519,30.0,0.96,1.0
4520,50.0,1.14,1.0
4521,50.0,1.12,0.0
4522,50.0,1.0,0.0
4523,30.0,1.08,0.0
4524,30.0,0.92,0.0
4525,40.0,1.0,1.0
4526,40.0,1.08,1.0
4527,30.0,0.88,0.0
4528,40.0,1.04,0.0
4529,40.0,0.92,0.0
4530,50.0,0.84,1.0
4531,30.0,0.88,0.0
4532,40.0,1.04,0.0
4533,40.0,0.92,1.0
4534,40.0,1.0,0.0
4535,50.0,1.12,0.0
4536,30.0,1.24,0.0
4537,30.0,1.0,1.0
4538,50.0,0.96,1.0
4539,40.0,0.96,1.0
4540,40.0,1.2,1.0
4541,40.0,1.06,1.0
4542,40.0,1.08,0.0
4543,30.0,1.16,1.0
4544,40.0,1.2,1.0
4545,30.0,1.04,1.0
4546,50.0,1.0,0.0
4547,20.0,0.88,0.0
4548,50.0,1.12,0.0
4549,40.0,1.2,1.0
4550,40.0,1.2,0.0
4551,30.0,0.9,0.0
4552,30.0,0.82,1.0
4553,30.0,0.88,0.0
4554,50.0,1.0,0.0
4555,40.0,0.92,1.0
4556,30.0,1.04,0.0
4557,40.0,1.06,0.0
4558,30.0,0.8,0.0
4559,50.0,1.0,1.0
4560,30.0,1.16,1.0
4561,30.0,0.96,1.0
4562,40.0,0.92,1.0
4563,40.0,1.04,0.0
4564,50.0,1.0,0.0
4565,30.0,0.92,1.0
4566,30.0,0.92,0.0
4567,30.0,0.94,1.0
4568,40.0,0.9,0.0
4569,40.0,1.04,1.0
4570,40.0,1.04,1.0
4571,40.0,1.0,1.0
4572,30.0,1.16,1.0
4573,40.0,1.04,1.0
4574,40.0,0.82,1.0
4575,40.0,1.0,0.0
4576,30.0,0.98,0.0
4577,10.0,0.9,1.0
4578,40.0,0.88,0.0
4579,30.0,0.82,1.0
4580,30.0,0.98,1.0
4581,40.0,0.96,1.0
4582,30.0,1.0,0.0
4583,30.0,1.24,0.0
4584,40.0,1.1,0.0
4585,30.0,0.92,0.0
4586,50.0,0.88,0.0
4587,30.0,1.14,1.0
4588,40.0,1.12,1.0
4589,30.0,0.84,1.0
4590,30.0,1.0,1.0
4591,40.0,0.88,1.0
4592,40.0,0.92,1.0
4593,20.0,1.1,1.0
4594,30.0,1.02,1.0
4595,40.0,1.04,1.0
4596,30.0,1.04,0.0
4597,40.0,1.08,0.0
4598,40.0,1.0,1.0
4599,30.0,0.8,0.0
4600,30.0,1.08,0.0
4601,30.0,0.86,1.0
4602,50.0,0.96,1.0
4603,40.0,1.02,0.0
4604,40.0,0.92,0.0
4605,40.0,1.0,0.0
4606,40.0,0.92,1.0
4607,50.0,0.98,0.0
4608,30.0,1.08,1.0
4609,30.0,1.08,1.0
4610,40.0,1.16,1.0
4611,30.0,0.96,0.0
4612,50.0,1.12,0.0
4613,40.0,1.32,1.0
4614,30.0,1.04,0.0
4615,40.0,0.88,1.0
4616,30.0,0.96,0.0
4617,40.0,1.04,1.0
4618,40.0,0.96,0.0
4619,30.0,0.98,1.0
4620,40.0,1.02,1.0
4621,40.0,0.96,0.0
4622,50.0,1.04,0.0
4623,50.0,1.04,0.0
4624,40.0,0.92,1.0
4625,40.0,1.2,1.0
4626,50.0,0.92,0.0
4627,50.0,1.18,1.0
4628,50.0,1.1,1.0
4629,30.0,1.08,1.0
4630,30.0,1.04,0.0
4631,40.0,1.06,1.0
4632,30.0,1.0,1.0
4633,30.0,1.02,0.0
4634,40.0,1.08,0.0
4635,50.0,1.1,1.0
4636,40.0,0.98,1.0
4637,40.0,0.76,0.0
4638,40.0,0.96,0.0
4639,30.0,0.9,1.0
4640,40.0,1.1,0.0
4641,40.0,1.2,1.0
4642,40.0,0.86,0.0
4643,40.0,1.04,0.0
4644,40.0,0.88,0.0
4645,50.0,0.94,0.0
4646,40.0,1.04,1.0
4647,50.0,1.04,0.0
4648,40.0,0.92,1.0
4649,40.0,1.0,1.0
4650,50.0,1.08,0.0
4651,40.0,0.92,1.0
4652,50.0,0.96,0.0
4653,30.0,1.04,1.0
4654,30.0,1.04,1.0
4655,30.0,1.04,1.0
4656,40.0,0.94,0.0
4657,40.0,0.92,1.0
4658,30.0,0.96,1.0
4659,30.0,0.92,0.0
4660,30.0,1.12,0.0
4661,30.0,0.86,0.0
4662,40.0,1.04,0.0
4663,30.0,0.92,0.0
4664,40.0,1.04,1.0
4665,40.0,1.06,0.0
4666,40.0,1.08,1.0
4667,40.0,0.82,0.0
4668,50.0,0.92,1.0
4669,40.0,1.04,1.0
4670,30.0,1.04,0.0
4671,40.0,1.02,0.0
4672,30.0,0.92,0.0
4673,40.0,1.04,1.0
4674,30.0,1.1,0.0
4675,30.0,1.0,0.0
4676,30.0,1.12,0.0
4677,30.0,0.96,0.0
4678,30.0,0.96,1.0
4679,40.0,1.02,1.0
4680,20.0,0.94,1.0
4681,20.0,1.06,0.0
4682,30.0,1.1,1.0
4683,40.0,1.04,0.0
4684,30.0,1.04,0.0
4685,30.0,1.14,1.0
4686,40.0,0.92,0.0
4687,40.0,0.88,0.0
4688,20.0,1.0,1.0
4689,40.0,0.98,0.0
4690,40.0,1.06,0.0
4691,50.0,1.28,0.0
4692,50.0,1.0,1.0
4693,30.0,0.86,0.0
4694,30.0,1.1,1.0
4695,30.0,1.0,1.0
4696,50.0,1.08,1.0
4697,30.0,1.0,1.0
4698,30.0,0.92,1.0
4699,40.0,1.06,1.0
4700,40.0,0.84,0.0
4701,40.0,1.06,1.0
4702,40.0,1.04,1.0
4703,50.0,0.96,1.0
4704,40.0,1.06,1.0
4705,20.0,1.12,0.0
4706,40.0,0.98,0.0
4707,40.0,1.2,1.0
4708,40.0,0.96,0.0
4709,30.0,0.96,1.0
4710,50.0,1.16,1.0
4711,30.0,1.18,1.0
4712,30.0,1.24,1.0
4713,30.0,0.94,1.0
4714,20.0,1.04,0.0
4715,40.0,1.1,0.0
4716,30.0,1.12,1.0
4717,30.0,1.0,1.0
4718,30.0,0.92,1.0
4719,40.0,0.9,0.0
4720,40.0,0.92,0.0
4721,20.0,0.96,0.0
4722,40.0,0.86,1.0
4723,40.0,0.96,0.0
4724,40.0,0.96,1.0
4725,50.0,1.0,1.0
